시군명,사업장명,인허가일자,소재지도로명주소,소재지지번주소,소재지우편번호,위도,경도,인허가취소일자,영업상태명,폐업일자,소재지시설전화번호,X좌표값,Y좌표값,약국영업면적,지정일자
수원시,대형약국,19931013,경기도 수원시 장안구 장안로 270-3 (정자동),경기도 수원시 장안구 정자1동 528-12,16337,37.306041,126.9914218,,영업중,,031-243-7726,199172.7637,422680.4091,85.8,19931013
수원시,대호약국,19970331,"경기도 수원시 장안구 파장로 82, 1층 (파장동)",경기도 수원시 장안구 파장동 580-8,16349,37.3064825,126.9920082,,영업중,,031-241-5358,199225.0177,422731.542,53.6,19970331
수원시,더행복약국,20190103,"경기도 수원시 권선구 동수원로 232, 롯데마트 지하1층 (권선동)",경기도 수원시 권선구 권선동 1296번지 5호 롯데마트,16553,37.2501826,127.0346446,,영업중,,031-223-1231,203008.6317,416482.0216,27.1,20190103
수원시,도담약국,20091001,"경기도 수원시 장안구 장안로125번길 3 (정자동,효원빌딩 102호)",경기도 수원시 장안구 정자2동 31번지 1호 효원빌딩 102호,16315,37.2947336,126.9996113,,폐업,20101220,031-242-2490,199900.4674,421425.5078,40,20091001
수원시,도담약국,20070115,"경기도 수원시 권선구 동수원로 218-39, 111호 (권선동)",경기도 수원시 권선구 권선동 1311번지 8호,16554,37.2486595,127.0359176,,폐업,20151001,031-226-7233,203119.6595,416313.6834,36.7,20070115
수원시,도매당약국,19990211,경기도 수원시 팔달구 정조로 776 (팔달로3가),경기도 수원시 팔달구 팔달로3가 24-9,16262,37.2772619,127.0172806,,영업중,,256-9816,201466,419495,29.5,19990211
수원시,도병원약국,20050103,"경기도 수원시 영통구 월드컵로179번길 7, 1층 (원천동)",경기도 수원시 영통구 원천동 35-1 (1층),16501,37.2783452,127.0458643,,영업중,,031-215-1919,204002,419602,216.09,20050103
수원시,동네약국,20110509,"경기도 수원시 팔달구 팔달로 54, 2층 (고등동)",경기도 수원시 팔달구 고등동 147번지 4호 2층,16447,37.27340644,127.0023633,,영업중,,031-255-7105,200166.3578,419127.5909,20.88,20110509
수원시,동문솔약국,20180618,"경기도 수원시 영통구 광교중앙로 55, 지하 2층 106호 (원천동)",경기도 수원시 영통구 원천동 556번지 광교두산위브노인복지주택 지하2층 106호,16500,37.2807671,127.0508046,,영업중,,031-307-7579,,,54,20180618
수원시,동보약국,20010927,경기도 수원시 팔달구 일월로22번길 17 (화서동),경기도 수원시 팔달구 화서동 724-5번지,16422,37.2859016,126.9807007,,영업중,,031-296-7282,198229,420447,75,20010927
수원시,동부온누리약국,20061204,"경기도 수원시 장안구 장안로 232, 2층 12호 (정자동, 동신아파트상가)",경기도 수원시 장안구 정자동 395번지 동신아파트상가 2층 12호,16340,37.3027616,126.9956407,,영업중,,031-257-9056,199378.2902,422432.7408,25,20061204
수원시,동수원약국,19880209,경기도 수원시 팔달구 중부대로 194 (인계동),경기도 수원시 팔달구 인계동 164,16485,37.2764559,127.0371926,,영업중,,211-6700,203240,419410,56.4,19880209
수원시,동수원이화약국,20000920,"경기도 수원시 팔달구 중부대로 190, 1층 (인계동, 일량빌딩)",경기도 수원시 팔달구 인계동,16485,37.2766813,127.0368093,,영업중,,214-5113,203200,419424,165.3,20000920
수원시,동아약국,20030331,경기도 수원시 팔달구 정조로 814 (팔달로1가),경기도 수원시 팔달구 팔달로1가 7번지 12호,16257,37.2805958,127.0168077,,폐업,20160816,255-5564,201425.1497,419857.5383,53,20030331
수원시,동의당약국,20080212,,경기도 수원시 장안구 천천동 563,16324,37.3019567,126.9753384,,폐업,20101119,031-271-0502,,,20.46,20080212
수원시,동인당약국,20101220,"경기도 수원시 장안구 장안로125번길 3, 102호 (정자동, 효원빌딩)",경기도 수원시 장안구 정자동 31번지 1호 효원빌딩 102호,16315,37.2947336,126.9996113,,폐업,20170731,031-242-2490,199900.4674,421425.5078,40,20101220
수원시,동인약국,20170731,"경기도 수원시 장안구 장안로125번길 3, 102호 (정자동)",경기도 수원시 장안구 정자동 31번지 1호 102호,16315,37.2947336,126.9996113,,영업중,,031-242-2490,199900.4674,421425.5078,40,20170731
수원시,동진약국,19750929,경기도 수원시 장안구 정조로 987 (정자동),경기도 수원시 장안구 정자2동 1번지 8호,16311,37.2949317,127.0092315,,영업중,,031-255-1261,200751.4494,421448.0527,27.7,19750929
수원시,두드림약국,20050829,경기도 수원시 팔달구 일월로22번길 15 (화서동),화서동 724번지 4호,16422,37.2857934,126.9805316,,영업중,,298-2980,198208.255,420434.24,103.2,20050829
수원시,두레약국,19970313,경기도 수원시 권선구 덕영대로 1083 (세류동),경기도 수원시 권선구 세류2동 543번지,16587,37.2545206,127.010592,,폐업,20150406,031-292-9520,200873.7912,416962.7734,31.2,19970313
수원시,두레약국,20150423,"경기도 수원시 권선구 덕영대로 1083, 1층 (세류동)",경기도 수원시 권선구 세류동 543번지,16587,37.2545206,127.010592,,영업중,,031-292-9520,200873.7912,416962.7734,31.2,20150423
수원시,드림약국,20130805,"경기도 수원시 영통구 광교중앙로 254, 303호 (하동, 드림타워-3)",경기도 수원시 영통구 하동 983번지 1호 드림타워-3 303호,16512,37.2924273,127.0677172,,폐업,20131230,031-214-3241,205939.7395,421173.0356,53.84,20130805
수원시,드림약국,20150119,"경기도 수원시 영통구 광교중앙로 254, 303호 (하동, 드림타원3)",경기도 수원시 영통구 하동 983번지 1호 드림타워 303호,16512,37.2924273,127.0677172,,폐업,20170619,031-214-3241,205939.7395,421173.0356,108.25,20150119
수원시,드림약국,20131101,경기도 수원시 권선구 경수대로 358 (권선동),경기도 수원시 권선구 권선동 1006번지 4호,16566,37.2582403,127.0233867,,영업중,,070-8852-8621,202009.8519,417376.4055,21.72,20131101
수원시,드림약국,20170619,"경기도 수원시 영통구 광교중앙로 254, 303호 (하동, 드림타워3)",경기도 수원시 영통구 하동 983번지 1호,16512,37.2924273,127.0677172,,폐업,20190617,031-214-3241,205939.7395,421173.0356,20,20170619
수원시,드림약국,20120620,"경기도 수원시 권선구 경수대로 358, 101호 (권선동)",경기도 수원시 권선구 권선동 1006번지 4호 101호,16566,37.2582403,127.0233867,,폐업,20120620,7088528621,202009.8519,417376.4055,21.72,20120620
수원시,드림약국,20131230,"경기도 수원시 영통구 광교중앙로 254, 303호 (하동, 드림타워3)",경기도 수원시 영통구 하동 983번지 1호,16512,37.2924273,127.0677172,,폐업,20150119,031-214-3241,205939.7395,421173.0356,53.84,20131230
수원시,드림피아약국,20140623,"경기도 수원시 영통구 봉영로 1623, 127호 (영통동, 드림피아빌딩)",경기도 수원시 영통구 영통동 958-1번지 드림피아빌딩 127호,16703,37.2558506,127.0746408,,영업중,,031-205-3885,206572,417101,30,20140623
수원시,드림피아약국,20130603,"경기도 수원시 영통구 봉영로 1623, 127호 (영통동, 드림피아빌딩)",경기도 수원시 영통구 영통2동 958번지 1호 드림피아빌딩 127호,16703,37.2558506,127.0746408,,폐업,20140512,205-3885,206556.3518,417113.7666,30,20130603
수원시,드림피아약국,20140512,"경기도 수원시 영통구 봉영로 1623, 127호 (영통동)",경기도 수원시 영통구 영통동 958-1번지 드림피아빌딩 127호,16703,37.2558506,127.0746408,,폐업,20140623,031-205-3885,206572,417101,30,20140512
수원시,드림피아약국,20130102,"경기도 수원시 영통구 봉영로 1623, 127호 (영통동, 드림피아빌딩)",경기도 수원시 영통구 영통동 958번지 1호 드림피아빌딩 127호,16703,37.2558506,127.0746408,,폐업,20130603,205-3885,206556.3518,417113.7666,10,20130102
수원시,드림피아약국,20110207,"경기도 수원시 영통구 봉영로 1623, 127호 (영통동, 드림피아빌딩)",경기도 수원시 영통구 영통2동 958번지 1호 129호,16703,37.2558506,127.0746408,,폐업,20121231,205-3885,206556.3518,417113.7666,3,20110207
수원시,든든한 약국,20130617,"경기도 수원시 영통구 영통로 195, 114호 (망포동, 외필지 골든스퀘어)",경기도 수원시 영통구  322번지 3호 외 필지 골든스퀘어 114호,16689,37.2450481,127.0559213,,폐업,20140507,203-3830,204894.5891,415913.4401,45,20130617
수원시,든든한약국,20140507,"경기도 수원시 영통구 영통로 195, 114호호 (망포동)",경기도 수원시 영통구 망포동 322-3번지 골든스퀘어 114호,16689,37.2450481,127.0559213,,영업중,,203-3830,204911,415907,45,20140507
수원시,랄랄라약국,20180607,"경기도 수원시 팔달구 덕영대로 924, 수원역 분당선지하상가 2호 (매산로1가)",경기도 수원시 팔달구 매산로1가 18번지 AK플라자,16622,37.266072,126.999838,,영업중,,,199920.3151,418246.1632,28.18,20180607
수원시,래미안솔약국,20160217,"경기도 수원시 영통구 권선로908번길 25, 103호 (신동)",경기도 수원시 영통구 신동 937번지 103호,16683,37.2474041,127.0451142,,영업중,,031-203-7975,203948,416176,34.18,20160217
수원시,래허부한약국,20170605,"경기도 수원시 장안구 율전로101번길 26, 1층 101호 (율전동)",경기도 수원시 장안구 율전동 321번지 9호 1층 101호,16361,37.2986208,126.9675912,,영업중,,031-296-3275,197059.5864,421856.9874,33.12,20170605
수원시,레몬약국,20150310,"경기도 수원시 팔달구 덕영대로 905, B10-1호 (매산로1가, 아이메카빌딩)",경기도 수원시 팔달구 매산로1가 11번지 12호 아이메카빌딩  B10동 1호,16455,37.267793,127.0004806,,영업중,,312467575,199976.9702,418436.7512,10.48,20150310
수원시,로뎀약국,20190430,"경기도 수원시 장안구 정조로 925, 예리레스토랑 1층 (영화동)",경기도 수원시 장안구 영화동 311번지 14호 예리레스토랑,16270,37.29006602,127.0126932,,영업중,,031-890-2580,201060.113,420907.43,35.14,20190430
수원시,로하스약국,20200217,"경기도 수원시 영통구 웰빙타운로 20, 상가동 102호 (이의동, 호반가든하임)",경기도 수원시 영통구 이의동 1212번지 호반가든하임,16223,37.30620355,127.0496138,,영업중,,031-212-0562,204331.5349,422699.5968,26.7,20200217
수원시,루약국,20200213,"경기도 수원시 영통구 도청로89번길 30, 101호 (이의동, 이루리타워)",경기도 수원시 영통구 이의동 1348-3번지 이루리타워 101호,16509,37.28985096,127.0470325,,영업중,,031-212-1025,204104.7094,420884.2856,49.68,20200213
수원시,리치프라자약국,20180410,"경기도 수원시 영통구 대학4로 9, 5층 (이의동)",경기도 수원시 영통구 이의동 1250번지 5층,16226,37.3004835,127.0455273,,영업중,,031-212-1442,203989,422049,25,20180410
수원시,링컨약국,19840514,경기도 수원시 권선구 금호로 213 (구운동),수원시 권선구 구운동 530-4,16408,37.2752678,126.9733412,,영업중,,031-291-1501,197575,419263,26.27,19840514
수원시,마루약국,20130730,"경기도 수원시 영통구 영통로 195, 408호 (망포동, 골든스퀘어)",경기도 수원시 영통구 망포동 322번지 3호 골든스퀘어 408호,16689,37.2450481,127.0559213,,영업중,,031-206-1118,204894.5891,415913.4401,44,20130730
수원시,마트약국,20020316,"경기도 수원시 권선구 경수대로 270 (권선동, 이마트)",경기도 수원시 권선구 권선동 1189번지,16585,37.2503477,127.0208372,,영업중,,031-207-1278,201782.7335,416501.6993,37.92,20020316
수원시,맑고고운약국,20120125,경기도 수원시 팔달구 정조로 785-4 (팔달로2가),경기도 수원시 팔달구 팔달로2가 83번지 2호,16261,37.2781811,127.0164238,,영업중,,241-3939,201389.7187,419589.2293,57.7,20120125
수원시,맑은약국,20131202,경기도 수원시 영통구 중부대로 264 (매탄동),경기도 수원시 영통구 매탄동 153번지 11호,16531,37.274156,127.0444188,,영업중,,031-212-3222,203873.3941,419144.039,61.17,20131202
수원시,맑은약국,20100906,경기도 수원시 영통구 중부대로 264 (매탄동),경기도 수원시 영통구 매탄1동 153번지 11호,16531,37.274156,127.0444188,,폐업,20131202,212-3222,203873.3941,419144.039,61.17,20100906
수원시,맑은약국,20060707,경기도 수원시 영통구 중부대로 264 (매탄동),경기도 수원시 영통구 매탄동 153-11,16531,37.274156,127.0444188,,폐업,20100906,212-3222,,,27.03,20060707
수원시,맑은해든약국,20150430,"경기도 수원시 영통구 센트럴타운로 111, 303-1호 (이의동, 서희 스타힐스)",경기도 수원시 영통구 이의동 1330번지 서희스타힐스 303-1호,16507,37.2924541,127.0491091,,폐업,20161106,031-214-8681,204289.1701,421173.3279,42,20150430
수원시,맑은해든약국,20161107,"경기도 수원시 영통구 센트럴타운로 111, 303-1호 (이의동, 광교스타힐스 오피스텔)",경기도 수원시 영통구 이의동 1330번지 광교스타힐스오피스텔 303-1호,16507,37.2924541,127.0491091,,폐업,20170201,031-214-8681,204289,421198,54.5,20161107
수원시,맑은해든약국,20170201,"경기도 수원시 영통구 센트럴타운로 111, 303호 (이의동, 광교스타힐스 오피스텔)",경기도 수원시 영통구 이의동 1330번지 광교스타힐스오피스텔 303호,16507,37.2924541,127.0491091,,영업중,,214-8681,204289,421198,59.4,20170201
수원시,망포약국,20030616,경기도 수원시 영통구 영통로90번길 4-2 (망포동),경기도 수원시 영통구 망포동 483-2,16692,37.2372703,127.0599954,,영업중,,031-202-8929,205262,415060,44,20030616
수원시,매산약국,20170609,"경기도 수원시 팔달구 덕영대로 923-1 (매산로1가, 새수원 빌딩)",경기도 수원시 팔달구 매산로1가 57번지 104호 105호,16461,37.266072,127.0016193,,영업중,,,200078.6013,418244.9299,22.56,20170609
수원시,매탄21세기약국,20021001,"경기도 수원시 영통구 동탄원천로881번길 58, 106호 (매탄동, 아이샘프라자)",경기도 수원시 영통구 매탄동 1279-5 아이샘프라자 106호,16548,37.2556044,127.0425261,,폐업,20150209,031-213-5405,203697,417088,38.85,20021001
수원시,매탄솔약국,20160803,"경기도 수원시 영통구 매영로 85, 4층 2호 (매탄동, 성일코아빌딩)",경기도 수원시 영통구 매탄동 1215-4번지 성일코아빌딩 4층 2호,16527,37.2681252,127.0520593,,영업중,,,204558,418464,42.66,20160803
수원시,매탄약국,19900514,"경기도 수원시 영통구 인계로189번길 7, 103호 (매탄동, 주공상가)",경기도 수원시 영통구 매탄동 894번지 주공상가  103호,16535,37.266184,127.0378305,,영업중,,215-6469,203289.4905,418259.3711,24.48,19900514
수원시,매탄우리들약국,20190930,"경기도 수원시 영통구 효원로 387, 풍성프라자 103호 (매탄동)",경기도 수원시 영통구 매탄동 1267번지 3호 풍성프라자,16545,37.25915408,127.0438582,,영업중,,031-215-7845,203824.816,417477.8646,43.32,20190930
수원시,매탄우리들약국,20160111,"경기도 수원시 영통구 효원로 387, 103호 (매탄동, 풍성프라자)",경기도 수원시 영통구 매탄동 1267-3번지 풍성프라자 103호,16545,37.259154,127.0438582,,폐업,20180427,031-215-7845,203828,417472,44.47,20160111
수원시,매탄위브약국,20080519,"경기도 수원시 영통구 효원로 363, B동 119호 (매탄동, 두산위브하늘채303상가)",경기도 수원시 영통구 매탄동 1352번지 매탄위브하늘채아파트 B상가동 119호,16543,37.2617679,127.0413682,,폐업,20150910,214-4972,203603.3183,417765.1467,34.78,20080519
수원시,메가약국,20090302,"경기도 수원시 장안구 송원로 81 (조원동,메가플러스 2차 204-2)",경기도 수원시 장안구 조원동 898번지 1호 메가플러스 2차 204-2,16295,37.3020679,127.0091757,,폐업,20100302,031-257-7727,200746.4893,422239.1954,17.54,20090302
수원시,메가약국,20120521,"경기도 수원시 장안구 송원로 81, 501-2호 (조원동)",경기도 수원시 장안구 조원동 898번지 1호 메가플러스2차 501-2호,16295,37.3020679,127.0091757,,영업중,,031-257-7727,200746.4893,422239.1954,40.52,20120521
수원시,메가약국,20100302,"경기도 수원시 장안구 송원로 81 (조원동,메가플러스2차 204-2호)",경기도 수원시 장안구 조원동 898번지 1호 메가플러스2차 204-2호,16295,37.3020679,127.0091757,,폐업,20120521,031-257-7727,200746.4893,422239.1954,17.54,20100302
수원시,메디신성모약국,20011112,경기도 수원시 팔달구 세지로 150 (인계동),경기도 수원시 팔달구 인계동 1008,16479,37.2647641,127.0209985,,영업중,,226-6354,201791,418103,59.86,20011112
수원시,메디신월드약국,19860416,경기도 수원시 팔달구 정조로715번길 18 (매교동),경기도 수원시 팔달구 매교동 28번지 3호,16465,37.271099,127.0160054,,영업중,,235-3040,201354.5386,418801.5559,97.42,19860416
수원시,메디원약국,20090122,경기도 수원시 권선구 세권로212번길 3 (권선동),경기도 수원시 권선구 권선동 1064번지,16582,37.25459943,127.0273648,,폐업,20200110,223-8839,202362.256,416972.9946,64.9,20090122
수원시,메디칼빈센트약국,19981231,"경기도 수원시 팔달구 중부대로 128, 1층 (인계동)",경기도 수원시 팔달구 인계동 952-1 1층,16471,37.2779624,127.0301912,,영업중,,231-9221,202615,419579,63.92,19981231
수원시,메디칼수약국,20170213,"경기도 수원시 영통구 반달로 105, 101호 (영통동)",경기도 수원시 영통구 영통동 1011-3번지 101호,16705,37.2524884,127.0768581,,영업중,,031-206-7566,206761,416755,53.1,20170213
수원시,메디칼약국,20000826,경기도 수원시 영통구 덕영대로 1545 (영통동),경기도 수원시 영통구 영통동 976번지 14호,16698,37.2462446,127.0598895,,영업중,,031-203-4923,205246.6424,416046.8558,10.23,20000826
수원시,메디팜강은경약국,20000107,경기도 수원시 장안구 조원로 92 (조원동),경기도 수원시 장안구 조원동 733-12,16282,37.3011213,127.0156723,,폐업,20101231,031-256-7755,,,37.21,20000107
수원시,메디팜다솜약국,20050201,"경기도 수원시 영통구 봉영로 1767, 107호 (영통동, 한솔프라자)","경기도 수원시 영통구 영통동 945-5 한솔프라자107,108호",16712,37.2667937,127.0815846,,영업중,,031-206-2020,207178,418326,63.14,20050201
수원시,메디팜동수원약국,20060908,"경기도 수원시 팔달구 효원로 257, 2층 (인계동, 동수원홈프러스)",경기도 수원시 팔달구 인계동 1045 홈플러스2층,16490,37.262681,127.0300842,,폐업,20120921,231-8075,202600,417842,30,20060908
수원시,메디팜동수원약국,20120921,"경기도 수원시 팔달구 효원로 257, 4층 (인계동)",경기도 수원시 팔달구 인계동 1045번지,16490,37.262681,127.0300842,,영업중,,031-232-8075,202602.6303,417869.7241,31.28,20120921
수원시,메디팜새푸른약국,20020826,경기도 수원시 팔달구 팔달문로93번길 4 (지동),경기도 수원시 팔달구 지동 141-15,16244,37.2809006,127.0263923,,영업중,,254-5497,202274,419901,36,20020826
수원시,메디팜열린약국,20120719,"경기도 수원시 팔달구 권광로 146, 108호 (인계동, 벽산그랜드코아)",경기도 수원시 팔달구 인계동 1125-2번지 벽산그랜드코아 108호,16491,37.26041,127.0318081,,영업중,,031-233-4457,202741,417631,39.6,20120719
수원시,메디팜열린약국,20110401,"경기도 수원시 팔달구 권광로 146 (인계동,벽산그랜드코아108호)",경기도 수원시 팔달구 인계동 1125번지 2호 벽산그랜드코아108호,16491,37.26041,127.0318081,,폐업,20120412,,202754.8051,417615.6205,39.5,20110401
수원시,메디팜열린약국,20050103,"경기도 수원시 팔달구 권광로 146 108호 (인계동,벽산그랜드코아)",경기도 수원시 팔달구 인계동 1125-2 벽산그랜드코아108호,16491,37.26041,127.0318081,,폐업,20110401,233-4457,,,39.5,20050103
수원시,메디팜우리들약국,20120830,경기도 수원시 영통구 봉영로 1576 (영통동),경기도 수원시 영통구 영통동 994번지 2호 홈플러스2층,16704,37.2517162,127.0724952,,폐업,20120907,201-8298,206365.526,416652.3021,56.37,20120830
수원시,메디팜우리들약국,20061012,"경기도 수원시 영통구 봉영로 1576, 2호 (영통동, 홈플러스)",경기도 수원시 영통구 영통동 994-2 홈플러스 2층,16704,37.2517162,127.0724952,,폐업,20120830,031-201-8298,206352,416673,0,20061012
수원시,메디팜유신약국,20050728,경기도 수원시 영통구 중부대로246번길 48-2 (매탄동),경기도 수원시 영통구 매탄동 172번지 42호,16530,37.27298564,127.0416108,,영업중,,031-215-2752,203625.043,419012.5177,107.63,20050728
수원시,메디팜하늘약국,20140912,경기도 수원시 권선구 호매실로104번길 24-61 (호매실동),경기도 수원시 권선구 호매실동 1132번지 6호,16630,37.2587668,126.9625935,,영업중,,031-296-6975,196629,417449,71,20140912
수원시,메디팜화인약국,20010818,경기도 수원시 장안구 정자천로 163 (정자동),경기도 수원시 장안구 정자1동 878-5,16334,37.2948685,126.9940625,,폐업,20101220,031-269-1861,,,89.7,20010818
수원시,메디팜효자약국,20000916,"경기도 수원시 장안구 경수대로 930, 3층 (조원동, 삼성홈플러스)",경기도 수원시 장안구 조원동 896번지 북수원홈플러스 3층,16295,37.3026535,127.0087584,,영업중,,031-251-3324,200709.8823,422304.0726,33.76,20000916
수원시,메디피아약국,20090216,경기도 수원시 권선구 경수대로 295 (세류동),경기도 수원시 권선구 세류동 1100번지 4호,16580,37.2532942,127.0199249,,폐업,20110405,,201701.442,416826.5963,31.62,20090216
수원시,명랑약국,20110801,경기도 수원시 팔달구 매산로 30-1 (매산로2가),경기도 수원시 팔달구 매산로2가 65번지 49호,16461,37.2675677,127.0047872,,폐업,20141110,031-255-7585,200357.9655,418412.2538,33,20110801
수원시,명랑약국,20141110,경기도 수원시 팔달구 매산로 30-1 (매산로2가),경기도 수원시 팔달구 매산로2가 65번지 49호,16461,37.2675677,127.0047872,,영업중,,031-255-7585,200357.9655,418412.2538,36.3,20141110
수원시,명랑약국,20070416,경기도 수원시 팔달구 매산로 30-1 (매산로2가),경기도 수원시 팔달구 매산로2가 65-49,16461,37.2675677,127.0047872,,폐업,20110731,255-7585,,,20,20070416
수원시,명리한약국,20090624,"경기도 수원시 장안구 송원로 80, 1층 좌측호 (조원동)",경기도 수원시 장안구 조원동 752번지 19호,16284,37.3017074,127.0097847,,영업중,,031-254-8600,200801.8007,422198.715,67.58,20090624
수원시,명성약국,20190429,"경기도 수원시 장안구 창훈로52번길 3, 명성약국 1층 (연무동)",경기도 수원시 장안구 연무동 56번지 118호 명성약국,16213,37.2970642,127.0301981,,영업중,,031-268-5875,202610.4049,421685.109,40.87,20190429
수원시,명성약국,20180319,"경기도 수원시 장안구 창훈로52번길 3, 명성약국 (연무동)",경기도 수원시 장안구 연무동 56번지 118호 명성약국,16213,37.2970642,127.0301981,,폐업,20190429,031-268-5875,202610.4049,421685.109,40.87,20180319
수원시,명약국,20060828,경기도 수원시 영통구 중부대로271번길 4 (원천동),경기도 수원시 영통구 원천동 79-5,16503,37.2744618,127.0458396,,폐업,20121126,031-215-7799,,,43.12,20060828
수원시,명인약국,19850415,경기도 수원시 팔달구 동말로77번길 28 (화서동),화서동 71번지 36호,16439,37.2800109,127.0028143,,영업중,,242-9118,200183.571,419791.7529,29.77,19850415
수원시,명인한약국,20121203,"경기도 수원시 권선구 구운로63번길 22-15, 101호 (구운동)",경기도 수원시 권선구 구운동 944번지 2호 101호,16406,37.2799257,126.9714225,,영업중,,031-226-0040,197399.4241,419783.4338,330.3,20121203
수원시,명인한약국,20090825,경기도 수원시 권선구 구운로63번길 22-15 (구운동),경기도 수원시 권선구 구운동 944번지 2호   101호,16406,37.2799256,126.9714225,,폐업,20120904,,197399.4241,419783.4338,330.3,20090825
수원시,명인한약국,20090616,경기도 수원시 권선구 구운로63번길 22-15 (구운동),경기도 수원시 권선구 구운동 944번지 2호,16406,37.2799256,126.9714225,,폐업,20090821,,197399.4241,419783.4338,22.5,20090616
수원시,명인한약국,20120905,"경기도 수원시 권선구 구운로63번길 22-15, 101호 (구운동)",경기도 수원시 권선구 구운동 944번지 2호 101호,16406,37.2799256,126.9714225,,폐업,20121130,031-226-0040,197399.4241,419783.4338,330.3,20120905
수원시,명진당약국,20030521,"경기도 수원시 팔달구 덕영대로697번길 16, 상가동 103,104호 (화서동, 화서4단지주공아파트내)",경기도 수원시 팔달구 화서동 650번지,16435,37.2842093,126.9925302,,영업중,,244-0939,199272.6982,420256.8073,44.6,20030521
수원시,모던약국,20000801,"경기도 수원시 영통구 봉영로 1605, 414호 (영통동, 모던타운)",경기도 수원시 영통구 영통동 959-1 모던타운 414호,16703,37.2544638,127.0733883,,폐업,20130730,031-206-1118,206464,416960,63.75,20000801
수원시,모범메디칼약국,20030410,경기도 수원시 영통구 인계로 264 (매탄동),경기도 수원시 영통구 매탄동 1240-1,16544,37.2636313,127.0463295,,폐업,20090720,031-217-7714,,,27.65,20030410
수원시,모범약국,20090717,경기도 수원시 영통구 인계로 260 (매탄동),경기도 수원시 영통구 매탄3동 1235번지 1호,16544,37.2637937,127.0456419,,폐업,20100126,,203983.434,417993.3832,54,20090717
수원시,모범약국,19761216,경기도 수원시 팔달구 덕영대로895번길 37 (매산로1가),경기도 수원시 팔달구 매산로1가 산 115번지 2호,16455,37.2699284,127.0008413,,영업중,,256-2892,200016,418677,0,19761216
수원시,무지개약국,20070102,경기도 수원시 영통구 매영로 85 (매탄동),경기도 수원시 영통구 매탄동 1215-4 성일코아 123호,16527,37.2681252,127.0520593,,폐업,20111129,031-211-0424,204558,418464,17.85,20070102
수원시,무지개약국,20111129,"경기도 수원시 영통구 매영로 85, 123호 (매탄동, 성일코아 )",경기도 수원시 영통구 매탄2동 1215번지 4호 성일코아 123호,16527,37.2681252,127.0520593,,폐업,20130322,211-0424,204550.5746,418474.3737,17.85,20111129
수원시,미그린약국,20090901,"경기도 수원시 영통구 중부대로447번길 55, 메디컬센터 1층 (원천동)",경기도 수원시 영통구 원천동 601번지 6호 메디컬센터,16513,37.26962295,127.0666943,,직권폐업,20190911,031-223-7181,201648.1391,418726.6258,74.45,20090901
수원시,미그린약국,20081001,경기도 수원시 팔달구 인계로 15 (인계동),경기도 수원시 팔달구 인계동 924-9,16475,37.2704048,127.0193312,,폐업,20090831,223-7181,,,24.13,20081001
수원시,미래약국,20060728,경기도 수원시 영통구 매영로 91 (매탄동),경기도 수원시 영통구 매탄동 1215-7,16527,37.2679087,127.0526115,,폐업,20160525,031-215-1541,204594,418452,30.37,20060728
수원시,미래약국,20180827,경기도 수원시 영통구 매영로 91 (매탄동),경기도 수원시 영통구 매탄동 1215-7번지,16527,37.26790874,127.0526116,,영업중,,031-215-1541,204594,418452,39.6,20180827
수원시,미래약국,20160525,"경기도 수원시 영통구 매영로 91, 1층 (매탄동)",경기도 수원시 영통구 매탄동 1215-7번지 1층,16527,37.2679087,127.0526115,,폐업,20180827,031-215-1541,204594,418452,39,20160525
수원시,미래온누리약국,20161017,경기도 수원시 권선구 세류로34번길 6 (세류동),경기도 수원시 권선구 세류동 339번지 1호,16593,37.2616839,127.0075603,,영업중,,031-235-4622,200605.4448,417757.8673,56,20161017
수원시,미래팜영통약국,20070601,"경기도 수원시 영통구 봉영로 1569, 409-1호 (영통동, 뉴월드프라자)",경기도 수원시 영통구 영통동 960-3 뉴월드프라자 409-1,16703,37.2519874,127.0709738,,영업중,,031-203-1330,206247,416677,58.05,20070601
수원시,미성약국,20170404,"경기도 수원시 권선구 금곡로102번길 15, 3층 328호 (금곡동, 비즈웍스)",경기도 수원시 권선구 금곡동 1085번지,16388,37.2732104,126.9418177,,영업중,,031-292-3579,194772.4323,419038.9683,65,20170404
수원시,미소약국,20180827,"경기도 수원시 영통구 봉영로 1587, 다모아프라자 206호 (영통동)",경기도 수원시 영통구 영통동 959-4번지 다모아프라자 206호,16703,37.2532661,127.0722487,,영업중,,031-203-1550,206358,416821,42.63,20180827
수원시,미소약국,20100628,경기도 수원시 권선구 오목천로57번길 10-21 (오목천동),경기도 수원시 권선구 오목천동 213번지 1호,16636,37.2405772,126.969816,,폐업,20110713,292-0758,197255.8172,415414.4106,27,20100628
수원시,미소약국,20040525,"경기도 수원시 팔달구 장다리로 282 1층 (인계동,의성빌딩)",경기도 수원시 팔달구 인계동 958-1 의성빌딩 1층,16481,37.2741244,127.0286677,,폐업,20091005,236-1704,,,24.38,20040525
수원시,미소약국,20171201,"경기도 수원시 장안구 만석로19번길 11-7, 1층 103호 (천천동)",경기도 수원시 장안구 천천동 528번지 3호 대일 103호,16329,37.2953988,126.9833708,,영업중,,031-269-6645,198458.585,421501.43,44.4,20171201
